      W(GeV)       theta(degrees)  [diff](nb)
    0.45860E+01    0.15137E+03    0.16883E-01
    0.45860E+01    0.15537E+03    0.16429E-01
    0.45860E+01    0.15949E+03    0.16046E-01
    0.45860E+01    0.16369E+03    0.15739E-01
    0.45860E+01    0.16798E+03    0.15510E-01
    0.45860E+01    0.17230E+03    0.15355E-01
    0.45860E+01    0.17664E+03    0.15272E-01
    0.46360E+01    0.47495E-01    0.17137E+01
    0.46360E+01    0.10875E+00    0.17137E+01
    0.46360E+01    0.16974E+00    0.17136E+01
    0.46360E+01    0.22981E+00    0.17135E+01
    0.46360E+01    0.28857E+00    0.17134E+01
    0.46360E+01    0.34565E+00    0.17132E+01
    0.46360E+01    0.40072E+00    0.17131E+01
    0.46360E+01    0.45343E+00    0.17129E+01
    0.46360E+01    0.50349E+00    0.17127E+01
    0.46360E+01    0.55060E+00    0.17125E+01
    0.46360E+01    0.59448E+00    0.17122E+01
    0.46360E+01    0.63487E+00    0.17120E+01
    0.46360E+01    0.67154E+00    0.17118E+01
    0.46360E+01    0.70427E+00    0.17116E+01
    0.46360E+01    0.73287E+00    0.17115E+01
    0.46360E+01    0.75716E+00    0.17113E+01
    0.46360E+01    0.77702E+00    0.17112E+01
    0.46360E+01    0.79231E+00    0.17111E+01
    0.46360E+01    0.80296E+00    0.17110E+01
    0.46360E+01    0.80890E+00    0.17109E+01
    0.46360E+01    0.82272E+00    0.17109E+01
    0.46360E+01    0.87351E+00    0.17105E+01
    0.46360E+01    0.95702E+00    0.17098E+01
    0.46360E+01    0.10639E+01    0.17089E+01
    0.46360E+01    0.11858E+01    0.17077E+01
    0.46360E+01    0.13160E+01    0.17064E+01
    0.46360E+01    0.14498E+01    0.17048E+01
    0.46360E+01    0.15834E+01    0.17031E+01
    0.46360E+01    0.17141E+01    0.17012E+01
    0.46360E+01    0.18399E+01    0.16993E+01
    0.46360E+01    0.19590E+01    0.16974E+01
    0.46360E+01    0.20699E+01    0.16955E+01
    0.46360E+01    0.21716E+01    0.16937E+01
    0.46360E+01    0.22630E+01    0.16920E+01
    0.46360E+01    0.23433E+01    0.16904E+01
    0.46360E+01    0.24118E+01    0.16891E+01
    0.46360E+01    0.24680E+01    0.16879E+01
    0.46360E+01    0.25114E+01    0.16870E+01
    0.46360E+01    0.25417E+01    0.16864E+01
    0.46360E+01    0.25586E+01    0.16860E+01
    0.46360E+01    0.26019E+01    0.16851E+01
    0.46360E+01    0.27625E+01    0.16815E+01
    0.46360E+01    0.30267E+01    0.16751E+01
    0.46360E+01    0.33648E+01    0.16661E+01
    0.46360E+01    0.37504E+01    0.16549E+01
    0.46360E+01    0.41625E+01    0.16416E+01
    0.46360E+01    0.45857E+01    0.16267E+01
    0.46360E+01    0.50085E+01    0.16106E+01
    0.46360E+01    0.54224E+01    0.15937E+01
    0.46360E+01    0.58206E+01    0.15764E+01
    0.46360E+01    0.61975E+01    0.15591E+01
    0.46360E+01    0.65489E+01    0.15423E+01
    0.46360E+01    0.68708E+01    0.15263E+01
    0.46360E+01    0.71604E+01    0.15115E+01
    0.46360E+01    0.74148E+01    0.14982E+01
    0.46360E+01    0.76320E+01    0.14865E+01
    0.46360E+01    0.78101E+01    0.14768E+01
    0.46360E+01    0.79476E+01    0.14692E+01
    0.46360E+01    0.80435E+01    0.14639E+01
    0.46360E+01    0.80970E+01    0.14609E+01
    0.46360E+01    0.82342E+01    0.14531E+01
    0.46360E+01    0.87435E+01    0.14238E+01
    0.46360E+01    0.95812E+01    0.13736E+01
    0.46360E+01    0.10654E+02    0.13067E+01
    0.46360E+01    0.11879E+02    0.12278E+01
    0.46360E+01    0.13189E+02    0.11422E+01
    0.46360E+01    0.14536E+02    0.10545E+01
    0.46360E+01    0.15884E+02    0.96867E+00
    0.46360E+01    0.17205E+02    0.88765E+00
    0.46360E+01    0.18478E+02    0.81337E+00
    0.46360E+01    0.19685E+02    0.74693E+00
    0.46360E+01    0.20812E+02    0.68872E+00
    0.46360E+01    0.21847E+02    0.63868E+00
    0.46360E+01    0.22778E+02    0.59646E+00
    0.46360E+01    0.23598E+02    0.56152E+00
    0.46360E+01    0.24298E+02    0.53329E+00
    0.46360E+01    0.24873E+02    0.51122E+00
    0.46360E+01    0.25318E+02    0.49483E+00
    0.46360E+01    0.25628E+02    0.48373E+00
    0.46360E+01    0.25801E+02    0.47765E+00
    0.46360E+01    0.26245E+02    0.46246E+00
    0.46360E+01    0.27897E+02    0.41069E+00
    0.46360E+01    0.30627E+02    0.34003E+00
    0.46360E+01    0.34147E+02    0.27155E+00
    0.46360E+01    0.38201E+02    0.21614E+00
    0.46360E+01    0.42589E+02    0.17509E+00
    0.46360E+01    0.47165E+02    0.14529E+00
    0.46360E+01    0.51817E+02    0.12315E+00
    0.46360E+01    0.56461E+02    0.10605E+00
    0.46360E+01    0.61024E+02    0.92425E-01
    0.46360E+01    0.65445E+02    0.81364E-01
    0.46360E+01    0.69666E+02    0.72323E-01
    0.46360E+01    0.73630E+02    0.64932E-01
    0.46360E+01    0.77284E+02    0.58924E-01
    0.46360E+01    0.80574E+02    0.54092E-01
    0.46360E+01    0.83445E+02    0.50275E-01
    0.46360E+01    0.85848E+02    0.47345E-01
    0.46360E+01    0.87736E+02    0.45199E-01
    0.46360E+01    0.89071E+02    0.43762E-01
    0.46360E+01    0.89823E+02    0.42981E-01
    0.46360E+01    0.90098E+02    0.42699E-01
    0.46360E+01    0.90516E+02    0.42277E-01
    0.46360E+01    0.91257E+02    0.41543E-01
    0.46360E+01    0.92305E+02    0.40536E-01
    0.46360E+01    0.93636E+02    0.39307E-01
    0.46360E+01    0.95220E+02    0.37916E-01
    0.46360E+01    0.97024E+02    0.36421E-01
    0.46360E+01    0.99008E+02    0.34880E-01
    0.46360E+01    0.10113E+03    0.33342E-01
    0.46360E+01    0.10335E+03    0.31850E-01
    0.46360E+01    0.10561E+03    0.30437E-01
    0.46360E+01    0.10788E+03    0.29127E-01
    0.46360E+01    0.11009E+03    0.27938E-01
    0.46360E+01    0.11219E+03    0.26882E-01
    0.46360E+01    0.11414E+03    0.25966E-01
    0.46360E+01    0.11589E+03    0.25194E-01
    0.46360E+01    0.11737E+03    0.24570E-01
    0.46360E+01    0.11856E+03    0.24094E-01
    0.46360E+01    0.11941E+03    0.23765E-01
    0.46360E+01    0.11989E+03    0.23582E-01
    0.46360E+01    0.12011E+03    0.23497E-01
    0.46360E+01    0.12060E+03    0.23317E-01
    0.46360E+01    0.12146E+03    0.23004E-01
    0.46360E+01    0.12270E+03    0.22571E-01
    0.46360E+01    0.12429E+03    0.22039E-01
    0.46360E+01    0.12623E+03    0.21431E-01
    0.46360E+01    0.12848E+03    0.20773E-01
    0.46360E+01    0.13104E+03    0.20088E-01
    0.46360E+01    0.13387E+03    0.19399E-01
    0.46360E+01    0.13696E+03    0.18723E-01
    0.46360E+01    0.14028E+03    0.18074E-01
    0.46360E+01    0.14380E+03    0.17462E-01
    0.46360E+01    0.14750E+03    0.16896E-01
    0.46360E+01    0.15137E+03    0.16383E-01
    0.46360E+01    0.15537E+03    0.15933E-01
    0.46360E+01    0.15949E+03    0.15553E-01
    0.46360E+01    0.16369E+03    0.15251E-01
    0.46360E+01    0.16798E+03    0.15029E-01
    0.46360E+01    0.17230E+03    0.14883E-01
    0.46360E+01    0.17664E+03    0.14805E-01
    0.46860E+01    0.47495E-01    0.20769E+01
    0.46860E+01    0.10875E+00    0.20769E+01
    0.46860E+01    0.16974E+00    0.20768E+01
    0.46860E+01    0.22981E+00    0.20766E+01
    0.46860E+01    0.28857E+00    0.20765E+01
    0.46860E+01    0.34565E+00    0.20763E+01
    0.46860E+01    0.40072E+00    0.20760E+01
    0.46860E+01    0.45343E+00    0.20758E+01
    0.46860E+01    0.50349E+00    0.20755E+01
    0.46860E+01    0.55060E+00    0.20752E+01
    0.46860E+01    0.59448E+00    0.20749E+01
    0.46860E+01    0.63487E+00    0.20747E+01
    0.46860E+01    0.67154E+00    0.20744E+01
    0.46860E+01    0.70427E+00    0.20741E+01
    0.46860E+01    0.73287E+00    0.20739E+01
    0.46860E+01    0.75716E+00    0.20737E+01
    0.46860E+01    0.77702E+00    0.20735E+01
    0.46860E+01    0.79231E+00    0.20734E+01
    0.46860E+01    0.80296E+00    0.20733E+01
    0.46860E+01    0.80890E+00    0.20732E+01
    0.46860E+01    0.82272E+00    0.20731E+01
    0.46860E+01    0.87351E+00    0.20726E+01
    0.46860E+01    0.95702E+00    0.20717E+01
    0.46860E+01    0.10639E+01    0.20705E+01
    0.46860E+01    0.11858E+01    0.20690E+01
    0.46860E+01    0.13160E+01    0.20671E+01
    0.46860E+01    0.14498E+01    0.20650E+01
    0.46860E+01    0.15834E+01    0.20628E+01
    0.46860E+01    0.17141E+01    0.20603E+01
    0.46860E+01    0.18399E+01    0.20578E+01
    0.46860E+01    0.19590E+01    0.20553E+01
    0.46860E+01    0.20699E+01    0.20528E+01
    0.46860E+01    0.21716E+01    0.20504E+01
    0.46860E+01    0.22630E+01    0.20481E+01
    0.46860E+01    0.23433E+01    0.20460E+01
    0.46860E+01    0.24118E+01    0.20442E+01
    0.46860E+01    0.24680E+01    0.20427E+01
    0.46860E+01    0.25114E+01    0.20415E+01
    0.46860E+01    0.25417E+01    0.20406E+01
    0.46860E+01    0.25586E+01    0.20402E+01
    0.46860E+01    0.26019E+01    0.20389E+01
    0.46860E+01    0.27625E+01    0.20341E+01
    0.46860E+01    0.30267E+01    0.20257E+01
    0.46860E+01    0.33648E+01    0.20139E+01
    0.46860E+01    0.37504E+01    0.19990E+01
    0.46860E+01    0.41625E+01    0.19814E+01
    0.46860E+01    0.45857E+01    0.19618E+01
    0.46860E+01    0.50085E+01    0.19405E+01
    0.46860E+01    0.54224E+01    0.19182E+01
    0.46860E+01    0.58206E+01    0.18955E+01
    0.46860E+01    0.61975E+01    0.18728E+01
    0.46860E+01    0.65489E+01    0.18508E+01
    0.46860E+01    0.68708E+01    0.18298E+01
    0.46860E+01    0.71604E+01    0.18104E+01
    0.46860E+01    0.74148E+01    0.17929E+01
    0.46860E+01    0.76320E+01    0.17777E+01
    0.46860E+01    0.78101E+01    0.17650E+01
    0.46860E+01    0.79476E+01    0.17551E+01
    0.46860E+01    0.80435E+01    0.17481E+01
    0.46860E+01    0.80970E+01    0.17442E+01
    0.46860E+01    0.82342E+01    0.17341E+01
    0.46860E+01    0.87435E+01    0.16959E+01
    0.46860E+01    0.95812E+01    0.16308E+01
    0.46860E+01    0.10654E+02    0.15443E+01
    0.46860E+01    0.11879E+02    0.14430E+01
    0.46860E+01    0.13189E+02    0.13338E+01
    0.46860E+01    0.14536E+02    0.12228E+01
    0.46860E+01    0.15884E+02    0.11151E+01
    0.46860E+01    0.17205E+02    0.10143E+01
    0.46860E+01    0.18478E+02    0.92273E+00
    0.46860E+01    0.19685E+02    0.84151E+00
    0.46860E+01    0.20812E+02    0.77097E+00
    0.46860E+01    0.21847E+02    0.71080E+00
    0.46860E+01    0.22778E+02    0.66038E+00
    0.46860E+01    0.23598E+02    0.61893E+00
    0.46860E+01    0.24298E+02    0.58563E+00
    0.46860E+01    0.24873E+02    0.55972E+00
    0.46860E+01    0.25318E+02    0.54055E+00
    0.46860E+01    0.25628E+02    0.52761E+00
    0.46860E+01    0.25801E+02    0.52053E+00
    0.46860E+01    0.26245E+02    0.50288E+00
    0.46860E+01    0.27897E+02    0.44317E+00
    0.46860E+01    0.30627E+02    0.36290E+00
    0.46860E+01    0.34147E+02    0.28667E+00
    0.46860E+01    0.38201E+02    0.22625E+00
    0.46860E+01    0.42589E+02    0.18225E+00
    0.46860E+01    0.47165E+02    0.15060E+00
    0.46860E+01    0.51817E+02    0.12713E+00
    0.46860E+01    0.56461E+02    0.10898E+00
    0.46860E+01    0.61024E+02    0.94509E-01
    0.46860E+01    0.65445E+02    0.82788E-01
    0.46860E+01    0.69666E+02    0.73244E-01
    0.46860E+01    0.73630E+02    0.65479E-01
    0.46860E+01    0.77284E+02    0.59194E-01
    0.46860E+01    0.80574E+02    0.54160E-01
    0.46860E+01    0.83445E+02    0.50198E-01
    0.46860E+01    0.85848E+02    0.47165E-01
    0.46860E+01    0.87736E+02    0.44951E-01
    0.46860E+01    0.89071E+02    0.43471E-01
    0.46860E+01    0.89823E+02    0.42668E-01
    0.46860E+01    0.90098E+02    0.42378E-01
    0.46860E+01    0.90516E+02    0.41945E-01
    0.46860E+01    0.91257E+02    0.41192E-01
    0.46860E+01    0.92305E+02    0.40160E-01
    0.46860E+01    0.93636E+02    0.38903E-01
    0.46860E+01    0.95220E+02    0.37483E-01
    0.46860E+01    0.97024E+02    0.35961E-01
    0.46860E+01    0.99008E+02    0.34396E-01
    0.46860E+01    0.10113E+03    0.32839E-01
    0.46860E+01    0.10335E+03    0.31333E-01
    0.46860E+01    0.10561E+03    0.29910E-01
    0.46860E+01    0.10788E+03    0.28592E-01
    0.46860E+01    0.11009E+03    0.27398E-01
    0.46860E+01    0.11219E+03    0.26338E-01
    0.46860E+01    0.11414E+03    0.25420E-01
    0.46860E+01    0.11589E+03    0.24647E-01
    0.46860E+01    0.11737E+03    0.24022E-01
    0.46860E+01    0.11856E+03    0.23546E-01
    0.46860E+01    0.11941E+03    0.23216E-01
    0.46860E+01    0.11989E+03    0.23034E-01
    0.46860E+01    0.12011E+03    0.22948E-01
    0.46860E+01    0.12060E+03    0.22769E-01
    0.46860E+01    0.12146E+03    0.22455E-01
    0.46860E+01    0.12270E+03    0.22023E-01
    0.46860E+01    0.12429E+03    0.21493E-01
    0.46860E+01    0.12623E+03    0.20888E-01
    0.46860E+01    0.12848E+03    0.20235E-01
    0.46860E+01    0.13104E+03    0.19556E-01
    0.46860E+01    0.13387E+03    0.18876E-01
    0.46860E+01    0.13696E+03    0.18210E-01
    0.46860E+01    0.14028E+03    0.17571E-01
    0.46860E+01    0.14380E+03    0.16969E-01
    0.46860E+01    0.14750E+03    0.16409E-01
    0.46860E+01    0.15137E+03    0.15900E-01
    0.46860E+01    0.15537E+03    0.15451E-01
    0.46860E+01    0.15949E+03    0.15075E-01
    0.46860E+01    0.16369E+03    0.14780E-01
    0.46860E+01    0.16798E+03    0.14567E-01
    0.46860E+01    0.17230E+03    0.14430E-01
    0.46860E+01    0.17664E+03    0.14360E-01
    0.47360E+01    0.47495E-01    0.24870E+01
    0.47360E+01    0.10875E+00    0.24869E+01
    0.47360E+01    0.16974E+00    0.24868E+01
    0.47360E+01    0.22981E+00    0.24866E+01
    0.47360E+01    0.28857E+00    0.24864E+01
    0.47360E+01    0.34565E+00    0.24861E+01
    0.47360E+01    0.40072E+00    0.24858E+01
    0.47360E+01    0.45343E+00    0.24855E+01
    0.47360E+01    0.50349E+00    0.24851E+01
    0.47360E+01    0.55060E+00    0.24848E+01
    0.47360E+01    0.59448E+00    0.24844E+01
    0.47360E+01    0.63487E+00    0.24840E+01
    0.47360E+01    0.67154E+00    0.24837E+01
    0.47360E+01    0.70427E+00    0.24833E+01
    0.47360E+01    0.73287E+00    0.24830E+01
    0.47360E+01    0.75716E+00    0.24828E+01
    0.47360E+01    0.77702E+00    0.24825E+01
    0.47360E+01    0.79231E+00    0.24824E+01
    0.47360E+01    0.80296E+00    0.24822E+01
    0.47360E+01    0.80890E+00    0.24822E+01
    0.47360E+01    0.82272E+00    0.24820E+01
    0.47360E+01    0.87351E+00    0.24814E+01
    0.47360E+01    0.95702E+00    0.24802E+01
    0.47360E+01    0.10639E+01    0.24786E+01
    0.47360E+01    0.11858E+01    0.24766E+01
    0.47360E+01    0.13160E+01    0.24742E+01
    0.47360E+01    0.14498E+01    0.24715E+01
    0.47360E+01    0.15834E+01    0.24685E+01
    0.47360E+01    0.17141E+01    0.24654E+01
    0.47360E+01    0.18399E+01    0.24621E+01
    0.47360E+01    0.19590E+01    0.24588E+01
    0.47360E+01    0.20699E+01    0.24556E+01
    0.47360E+01    0.21716E+01    0.24524E+01
    0.47360E+01    0.22630E+01    0.24495E+01
    0.47360E+01    0.23433E+01    0.24468E+01
    0.47360E+01    0.24118E+01    0.24444E+01
    0.47360E+01    0.24680E+01    0.24424E+01
    0.47360E+01    0.25114E+01    0.24409E+01
    0.47360E+01    0.25417E+01    0.24398E+01
    0.47360E+01    0.25586E+01    0.24392E+01
    0.47360E+01    0.26019E+01    0.24375E+01
    0.47360E+01    0.27625E+01    0.24313E+01
    0.47360E+01    0.30267E+01    0.24204E+01
    0.47360E+01    0.33648E+01    0.24050E+01
    0.47360E+01    0.37504E+01    0.23857E+01
    0.47360E+01    0.41625E+01    0.23629E+01
    0.47360E+01    0.45857E+01    0.23375E+01
    0.47360E+01    0.50085E+01    0.23100E+01
    0.47360E+01    0.54224E+01    0.22812E+01
    0.47360E+01    0.58206E+01    0.22518E+01
    0.47360E+01    0.61975E+01    0.22226E+01
    0.47360E+01    0.65489E+01    0.21942E+01
    0.47360E+01    0.68708E+01    0.21673E+01
    0.47360E+01    0.71604E+01    0.21423E+01
    0.47360E+01    0.74148E+01    0.21199E+01
    0.47360E+01    0.76320E+01    0.21003E+01
    0.47360E+01    0.78101E+01    0.20841E+01
    0.47360E+01    0.79476E+01    0.20714E+01
    0.47360E+01    0.80435E+01    0.20625E+01
    0.47360E+01    0.80970E+01    0.20575E+01
    0.47360E+01    0.82342E+01    0.20446E+01
    0.47360E+01    0.87435E+01    0.19958E+01
    0.47360E+01    0.95812E+01    0.19129E+01
    0.47360E+01    0.10654E+02    0.18031E+01
    0.47360E+01    0.11879E+02    0.16755E+01
    0.47360E+01    0.13189E+02    0.15388E+01
    0.47360E+01    0.14536E+02    0.14010E+01
    0.47360E+01    0.15884E+02    0.12684E+01
    0.47360E+01    0.17205E+02    0.11454E+01
    0.47360E+01    0.18478E+02    0.10346E+01
    0.47360E+01    0.19685E+02    0.93722E+00
    0.47360E+01    0.20812E+02    0.85330E+00
    0.47360E+01    0.21847E+02    0.78227E+00
    0.47360E+01    0.22778E+02    0.72317E+00
    0.47360E+01    0.23598E+02    0.67489E+00
    0.47360E+01    0.24298E+02    0.63631E+00
    0.47360E+01    0.24873E+02    0.60643E+00
    0.47360E+01    0.25318E+02    0.58440E+00
    0.47360E+01    0.25628E+02    0.56956E+00
    0.47360E+01    0.25801E+02    0.56147E+00
    0.47360E+01    0.26245E+02    0.54131E+00
    0.47360E+01    0.27897E+02    0.47364E+00
    0.47360E+01    0.30627E+02    0.38396E+00
    0.47360E+01    0.34147E+02    0.30038E+00
    0.47360E+01    0.38201E+02    0.23541E+00
    0.47360E+01    0.42589E+02    0.18877E+00
    0.47360E+01    0.47165E+02    0.15545E+00
    0.47360E+01    0.51817E+02    0.13072E+00
    0.47360E+01    0.56461E+02    0.11156E+00
    0.47360E+01    0.61024E+02    0.96270E-01
    0.47360E+01    0.65445E+02    0.83920E-01
    0.47360E+01    0.69666E+02    0.73910E-01
    0.47360E+01    0.73630E+02    0.65807E-01
    0.47360E+01    0.77284E+02    0.59278E-01
    0.47360E+01    0.80574E+02    0.54067E-01
    0.47360E+01    0.83445E+02    0.49979E-01
    0.47360E+01    0.85848E+02    0.46860E-01
    0.47360E+01    0.87736E+02    0.44589E-01
    0.47360E+01    0.89071E+02    0.43074E-01
    0.47360E+01    0.89823E+02    0.42252E-01
    0.47360E+01    0.90098E+02    0.41956E-01
    0.47360E+01    0.90516E+02    0.41514E-01
    0.47360E+01    0.91257E+02    0.40745E-01
    0.47360E+01    0.92305E+02    0.39694E-01
    0.47360E+01    0.93636E+02    0.38416E-01
    0.47360E+01    0.95220E+02    0.36975E-01
    0.47360E+01    0.97024E+02    0.35434E-01
    0.47360E+01    0.99008E+02    0.33855E-01
    0.47360E+01    0.10113E+03    0.32288E-01
    0.47360E+01    0.10335E+03    0.30776E-01
    0.47360E+01    0.10561E+03    0.29350E-01
    0.47360E+01    0.10788E+03    0.28032E-01
    0.47360E+01    0.11009E+03    0.26839E-01
    0.47360E+01    0.11219E+03    0.25780E-01
    0.47360E+01    0.11414E+03    0.24863E-01
    0.47360E+01    0.11589E+03    0.24091E-01
    0.47360E+01    0.11737E+03    0.23468E-01
    0.47360E+01    0.11856E+03    0.22992E-01
    0.47360E+01    0.11941E+03    0.22663E-01
    0.47360E+01    0.11989E+03    0.22481E-01
    0.47360E+01    0.12011E+03    0.22396E-01
    0.47360E+01    0.12060E+03    0.22217E-01
    0.47360E+01    0.12146E+03    0.21905E-01
    0.47360E+01    0.12270E+03    0.21474E-01
    0.47360E+01    0.12429E+03    0.20947E-01
    0.47360E+01    0.12623E+03    0.20347E-01
    0.47360E+01    0.12848E+03    0.19700E-01
    0.47360E+01    0.13104E+03    0.19031E-01
    0.47360E+01    0.13387E+03    0.18361E-01
    0.47360E+01    0.13696E+03    0.17708E-01
    0.47360E+01    0.14028E+03    0.17082E-01
    0.47360E+01    0.14380E+03    0.16490E-01
    0.47360E+01    0.14750E+03    0.15937E-01
    0.47360E+01    0.15137E+03    0.15432E-01
    0.47360E+01    0.15537E+03    0.14986E-01
    0.47360E+01    0.15949E+03    0.14613E-01
    0.47360E+01    0.16369E+03    0.14325E-01
    0.47360E+01    0.16798E+03    0.14123E-01
    0.47360E+01    0.17230E+03    0.13998E-01
    0.47360E+01    0.17664E+03    0.13937E-01
     0.47860E+01    0.47495E-01    0.29458E+01
    0.47860E+01    0.10875E+00    0.29457E+01
    0.47860E+01    0.16974E+00    0.29456E+01
    0.47860E+01    0.22981E+00    0.29454E+01
    0.47860E+01    0.28857E+00    0.29451E+01
    0.47860E+01    0.34565E+00    0.29447E+01
    0.47860E+01    0.40072E+00    0.29443E+01
    0.47860E+01    0.45343E+00    0.29439E+01
    0.47860E+01    0.50349E+00    0.29434E+01
    0.47860E+01    0.55060E+00    0.29430E+01
    0.47860E+01    0.59448E+00    0.29425E+01
    0.47860E+01    0.63487E+00    0.29420E+01
    0.47860E+01    0.67154E+00    0.29416E+01
    0.47860E+01    0.70427E+00    0.29412E+01
    0.47860E+01    0.73287E+00    0.29408E+01
    0.47860E+01    0.75716E+00    0.29404E+01
    0.47860E+01    0.77702E+00    0.29401E+01
    0.47860E+01    0.79231E+00    0.29399E+01
    0.47860E+01    0.80296E+00    0.29397E+01
    0.47860E+01    0.80890E+00    0.29397E+01
    0.47860E+01    0.82272E+00    0.29394E+01
    0.47860E+01    0.87351E+00    0.29386E+01
    0.47860E+01    0.95702E+00    0.29372E+01
    0.47860E+01    0.10639E+01    0.29352E+01
    0.47860E+01    0.11858E+01    0.29326E+01
    0.47860E+01    0.13160E+01    0.29295E+01
    0.47860E+01    0.14498E+01    0.29260E+01
    0.47860E+01    0.15834E+01    0.29222E+01
    0.47860E+01    0.17141E+01    0.29182E+01
    0.47860E+01    0.18399E+01    0.29140E+01
    0.47860E+01    0.19590E+01    0.29098E+01
    0.47860E+01    0.20699E+01    0.29056E+01
    0.47860E+01    0.21716E+01    0.29016E+01
    0.47860E+01    0.22630E+01    0.28978E+01
    0.47860E+01    0.23433E+01    0.28944E+01
    0.47860E+01    0.24118E+01    0.28914E+01
    0.47860E+01    0.24680E+01    0.28889E+01
    0.47860E+01    0.25114E+01    0.28869E+01
    0.47860E+01    0.25417E+01    0.28854E+01
    0.47860E+01    0.25586E+01    0.28847E+01
    0.47860E+01    0.26019E+01    0.28826E+01
    0.47860E+01    0.27625E+01    0.28747E+01
    0.47860E+01    0.30267E+01    0.28607E+01
    0.47860E+01    0.33648E+01    0.28410E+01
    0.47860E+01    0.37504E+01    0.28164E+01
    0.47860E+01    0.41625E+01    0.27874E+01
    0.47860E+01    0.45857E+01    0.27550E+01
    0.47860E+01    0.50085E+01    0.27200E+01
    0.47860E+01    0.54224E+01    0.26834E+01
    0.47860E+01    0.58206E+01    0.26461E+01
    0.47860E+01    0.61975E+01    0.26091E+01
    0.47860E+01    0.65489E+01    0.25731E+01
    0.47860E+01    0.68708E+01    0.25390E+01
    0.47860E+01    0.71604E+01    0.25075E+01
    0.47860E+01    0.74148E+01    0.24792E+01
    0.47860E+01    0.76320E+01    0.24545E+01
    0.47860E+01    0.78101E+01    0.24341E+01
    0.47860E+01    0.79476E+01    0.24181E+01
    0.47860E+01    0.80435E+01    0.24069E+01
    0.47860E+01    0.80970E+01    0.24006E+01
    0.47860E+01    0.82342E+01    0.23843E+01
    0.47860E+01    0.87435E+01    0.23231E+01
    0.47860E+01    0.95812E+01    0.22192E+01
    0.47860E+01    0.10654E+02    0.20825E+01
    0.47860E+01    0.11879E+02    0.19243E+01
    0.47860E+01    0.13189E+02    0.17561E+01
    0.47860E+01    0.14536E+02    0.15879E+01
    0.47860E+01    0.15884E+02    0.14274E+01
    0.47860E+01    0.17205E+02    0.12798E+01
    0.47860E+01    0.18478E+02    0.11480E+01
    0.47860E+01    0.19685E+02    0.10330E+01
    0.47860E+01    0.20812E+02    0.93483E+00
    0.47860E+01    0.21847E+02    0.85233E+00
    0.47860E+01    0.22778E+02    0.78417E+00
    0.47860E+01    0.23598E+02    0.72882E+00
    0.47860E+01    0.24298E+02    0.68482E+00
    0.47860E+01    0.24873E+02    0.65090E+00
    0.47860E+01    0.25318E+02    0.62597E+00
    0.47860E+01    0.25628E+02    0.60923E+00
    0.47860E+01    0.25801E+02    0.60011E+00
    0.47860E+01    0.26245E+02    0.57746E+00
    0.47860E+01    0.27897E+02    0.50189E+00
    0.47860E+01    0.30627E+02    0.40313E+00
    0.47860E+01    0.34147E+02    0.31273E+00
    0.47860E+01    0.38201E+02    0.24368E+00
    0.47860E+01    0.42589E+02    0.19471E+00
    0.47860E+01    0.47165E+02    0.15986E+00
    0.47860E+01    0.51817E+02    0.13395E+00
    0.47860E+01    0.56461E+02    0.11379E+00
    0.47860E+01    0.61024E+02    0.97715E-01
    0.47860E+01    0.65445E+02    0.84771E-01
    0.47860E+01    0.69666E+02    0.74336E-01
    0.47860E+01    0.73630E+02    0.65933E-01
    0.47860E+01    0.77284E+02    0.59191E-01
    0.47860E+01    0.80574E+02    0.53830E-01
    0.47860E+01    0.83445E+02    0.49637E-01
    0.47860E+01    0.85848E+02    0.46445E-01
    0.47860E+01    0.87736E+02    0.44127E-01
    0.47860E+01    0.89071E+02    0.42584E-01
    0.47860E+01    0.89823E+02    0.41748E-01
    0.47860E+01    0.90098E+02    0.41448E-01
    0.47860E+01    0.90516E+02    0.40998E-01
    0.47860E+01    0.91257E+02    0.40218E-01
    0.47860E+01    0.92305E+02    0.39152E-01
    0.47860E+01    0.93636E+02    0.37858E-01
    0.47860E+01    0.95220E+02    0.36403E-01
    0.47860E+01    0.97024E+02    0.34852E-01
    0.47860E+01    0.99008E+02    0.33266E-01
    0.47860E+01    0.10113E+03    0.31697E-01
    0.47860E+01    0.10335E+03    0.30186E-01
    0.47860E+01    0.10561E+03    0.28765E-01
    0.47860E+01    0.10788E+03    0.27453E-01
    0.47860E+01    0.11009E+03    0.26265E-01
    0.47860E+01    0.11219E+03    0.25212E-01
    0.47860E+01    0.11414E+03    0.24299E-01
    0.47860E+01    0.11589E+03    0.23530E-01
    0.47860E+01    0.11737E+03    0.22909E-01
    0.47860E+01    0.11856E+03    0.22436E-01
    0.47860E+01    0.11941E+03    0.22109E-01
    0.47860E+01    0.11989E+03    0.21927E-01
    0.47860E+01    0.12011E+03    0.21843E-01
    0.47860E+01    0.12060E+03    0.21665E-01
    0.47860E+01    0.12146E+03    0.21354E-01
    0.47860E+01    0.12270E+03    0.20926E-01
    0.47860E+01    0.12429E+03    0.20403E-01
    0.47860E+01    0.12623E+03    0.19809E-01
    0.47860E+01    0.12848E+03    0.19170E-01
    0.47860E+01    0.13104E+03    0.18512E-01
    0.47860E+01    0.13387E+03    0.17856E-01
    0.47860E+01    0.13696E+03    0.17218E-01
    0.47860E+01    0.14028E+03    0.16606E-01
    0.47860E+01    0.14380E+03    0.16026E-01
